gene	transcript	protein_change	score	pvalue	qvalue	info
CNOT1	NA	NA	NA	NA	1	NA
CNOT3	NA	NA	NA	NA	0.999015675432332	NA
CNST	NA	NA	NA	NA	1	NA
CNTLN	NA	NA	NA	NA	1	NA
CNTN1	NA	NA	NA	NA	1	NA
CNTN2	NA	NA	NA	NA	1	NA
CNTN3	NA	NA	NA	NA	1	NA
CNTN4	NA	NA	NA	NA	1	NA
CNTN5	NA	NA	NA	NA	1	NA
CNTN6	NA	NA	NA	NA	1	NA
CNTNAP1	NA	NA	NA	NA	1	NA
CNTNAP2	NA	NA	NA	NA	1	NA
CNTNAP3	NA	NA	NA	NA	1	NA
CNTNAP4	NA	NA	NA	NA	1	NA
CNTNAP5	NA	NA	NA	NA	1	NA
CNTRL	NA	NA	NA	NA	1	NA
CNTROB	NA	NA	NA	NA	1	NA
COBL	NA	NA	NA	NA	1	NA
COBLL1	NA	NA	NA	NA	1	NA
COG1	NA	NA	NA	NA	1	NA
COG4	NA	NA	NA	NA	1	NA
COG5	NA	NA	NA	NA	1	NA
COG8	NA	NA	NA	NA	1	NA
COL11A1	NA	NA	NA	NA	1	NA
COL11A2	NA	NA	NA	NA	1	NA
COL12A1	NA	NA	NA	NA	0.833144718036258	NA
COL14A1	NA	NA	NA	NA	1	NA
COL15A1	NA	NA	NA	NA	1	NA
COL17A1	NA	NA	NA	NA	1	NA
COL19A1	NA	NA	NA	NA	1	NA
COL1A1	NA	NA	NA	NA	0.628259006251808	NA
COL1A2	NA	NA	NA	NA	1	NA
COL21A1	NA	NA	NA	NA	1	NA
COL22A1	NA	NA	NA	NA	1	NA
COL24A1	NA	NA	NA	NA	1	NA
COL25A1	NA	NA	NA	NA	1	NA
COL27A1	NA	NA	NA	NA	1	NA
COL2A1	NA	NA	NA	NA	1	NA
COL3A1	NA	NA	NA	NA	0.819889076066705	NA
COL4A1	NA	NA	NA	NA	1	NA
COL4A3	NA	NA	NA	NA	1	NA
COL4A4	NA	NA	NA	NA	1	NA
COL4A6	NA	NA	NA	NA	1	NA
COL5A1	NA	NA	NA	NA	1	NA
COL5A2	NA	NA	NA	NA	1	NA
COL5A3	NA	NA	NA	NA	1	NA
COL6A3	NA	NA	NA	NA	1	NA
COL6A5	NA	NA	NA	NA	1	NA
COL6A6	NA	NA	NA	NA	1	NA
COL7A1	NA	NA	NA	NA	1	NA
COL9A1	NA	NA	NA	NA	1	NA
COLGALT2	NA	NA	NA	NA	1	NA
COMP	NA	NA	NA	NA	1	NA
COPA	NA	NA	NA	NA	1	NA
COPB2	NA	NA	NA	NA	1	NA
COPS2	NA	NA	NA	NA	1	NA
CORO2B	NA	NA	NA	NA	1	NA
CORO6	NA	NA	NA	NA	1	NA
CPA4	NA	NA	NA	NA	1	NA
CPAMD8	NA	NA	NA	NA	1	NA
CPD	NA	NA	NA	NA	1	NA
CPE	NA	NA	NA	NA	1	NA
CPED1	NA	NA	NA	NA	1	NA
CPN2	NA	NA	NA	NA	1	NA
CPS1	NA	NA	NA	NA	1	NA
CPSF1	NA	NA	NA	NA	1	NA
CPSF3	NA	NA	NA	NA	1	NA
CPT1C	NA	NA	NA	NA	1	NA
CR1	NA	NA	NA	NA	1	NA
CR2	NA	NA	NA	NA	1	NA
CRAT	NA	NA	NA	NA	1	NA
CRB1	NA	NA	NA	NA	1	NA
CREB5	NA	NA	NA	NA	1	NA
CREBBP	NA	NA	NA	NA	0.0687726341228873	NA
CREBRF	NA	NA	NA	NA	1	NA
CRIM1	NA	NA	NA	NA	1	NA
CRNKL1	NA	NA	NA	NA	1	NA
CROCC	NA	NA	NA	NA	1	NA
CROT	NA	NA	NA	NA	1	NA
CRTC2	NA	NA	NA	NA	1	NA
CRTC3	NA	NA	NA	NA	1	NA
CRYBG3	NA	NA	NA	NA	1	NA
CSE1L	NA	NA	NA	NA	1	NA
CSF1	NA	NA	NA	NA	1	NA
CSF1R	NA	NA	NA	NA	1	NA
CSMD1	NA	NA	NA	NA	1	NA
CSMD2	NA	NA	NA	NA	1	NA
CSMD3	NA	NA	NA	NA	0.903278655363847	NA
CSNK2A1	NA	NA	NA	NA	1	NA
CSPG4	NA	NA	NA	NA	1	NA
CSPP1	NA	NA	NA	NA	1	NA
CSRNP3	NA	NA	NA	NA	1	NA
CTAGE5	NA	NA	NA	NA	1	NA
CTCF	NA	NA	NA	NA	0.948191829290644	NA
CTNNA2	NA	NA	NA	NA	1	NA
CTNNA3	NA	NA	NA	NA	1	NA
CTNNB1	NA	NA	NA	NA	0.0108700050410294	NA
CTNND2	NA	NA	NA	NA	1	NA
CTR9	NA	NA	NA	NA	1	NA
CTTNBP2	NA	NA	NA	NA	1	NA
CUBN	NA	NA	NA	NA	1	NA
CUL1	NA	NA	NA	NA	1	NA
CUL2	NA	NA	NA	NA	1	NA
CUL3	NA	NA	NA	NA	1	NA
CUL7	NA	NA	NA	NA	0.833144718036258	NA
CUL9	NA	NA	NA	NA	1	NA
CUX1	NA	NA	NA	NA	1	NA
CUX2	NA	NA	NA	NA	1	NA
CWC27	NA	NA	NA	NA	1	NA
CX3CL1	NA	NA	NA	NA	1	NA
CXXC1	NA	NA	NA	NA	1	NA
CYC1	NA	NA	NA	NA	1	NA
CYFIP1	NA	NA	NA	NA	1	NA
CYFIP2	NA	NA	NA	NA	1	NA
CYP11B2	NA	NA	NA	NA	1	NA
CYP26A1	NA	NA	NA	NA	1	NA
CYP26B1	NA	NA	NA	NA	1	NA
CYP27B1	NA	NA	NA	NA	1	NA
CYP2A6	NA	NA	NA	NA	1	NA
CYP2A7	NA	NA	NA	NA	1	NA
CYP3A4	NA	NA	NA	NA	1	NA
CYP3A5	NA	NA	NA	NA	1	NA
CYP4A22	NA	NA	NA	NA	1	NA
CYP4X1	NA	NA	NA	NA	1	NA
CYP7A1	NA	NA	NA	NA	1	NA
DAAM1	NA	NA	NA	NA	1	NA
DAAM2	NA	NA	NA	NA	1	NA
DAB2	NA	NA	NA	NA	1	NA
DACH1	NA	NA	NA	NA	1	NA
DACT1	NA	NA	NA	NA	1	NA
DALRD3	NA	NA	NA	NA	1	NA
DAPK1	NA	NA	NA	NA	1	NA
DAXX	NA	NA	NA	NA	1	NA
DBF4	NA	NA	NA	NA	1	NA
DCAF12	NA	NA	NA	NA	1	NA
DCAF12L1	NA	NA	NA	NA	1	NA
DCAF12L2	NA	NA	NA	NA	1	NA
DCAF13	NA	NA	NA	NA	1	NA
DCAF6	NA	NA	NA	NA	1	NA
DCAF8L1	NA	NA	NA	NA	1	NA
DCC	NA	NA	NA	NA	1	NA
DCDC1	NA	NA	NA	NA	1	NA
DCHS1	NA	NA	NA	NA	1	NA
DCHS2	NA	NA	NA	NA	0.73203924047648	NA
DCLK1	NA	NA	NA	NA	1	NA
DCLK2	NA	NA	NA	NA	1	NA
DCLRE1A	NA	NA	NA	NA	1	NA
DCP2	NA	NA	NA	NA	1	NA
DCST1	NA	NA	NA	NA	1	NA
DCST2	NA	NA	NA	NA	1	NA
DCT	NA	NA	NA	NA	1	NA
DDHD1	NA	NA	NA	NA	1	NA
DDHD2	NA	NA	NA	NA	0.948704878510352	NA
DDI1	NA	NA	NA	NA	1	NA
DDR2	NA	NA	NA	NA	1	NA
DDX1	NA	NA	NA	NA	1	NA
DDX11	NA	NA	NA	NA	1	NA
DDX17	NA	NA	NA	NA	1	NA
DDX18	NA	NA	NA	NA	1	NA
DDX20	NA	NA	NA	NA	1	NA
DDX23	NA	NA	NA	NA	1	NA
DDX24	NA	NA	NA	NA	1	NA
DDX26B	NA	NA	NA	NA	1	NA
DDX3X	NA	NA	NA	NA	1	NA
DDX4	NA	NA	NA	NA	1	NA
DDX42	NA	NA	NA	NA	1	NA
DDX46	NA	NA	NA	NA	1	NA
DDX5	NA	NA	NA	NA	1	NA
DDX54	NA	NA	NA	NA	1	NA
DDX58	NA	NA	NA	NA	1	NA
DDX60	NA	NA	NA	NA	1	NA
DENND2A	NA	NA	NA	NA	1	NA
DENND2C	NA	NA	NA	NA	1	NA
DENND3	NA	NA	NA	NA	1	NA
DENND4A	NA	NA	NA	NA	1	NA
DENND4B	NA	NA	NA	NA	1	NA
DENND4C	NA	NA	NA	NA	1	NA
DENND5B	NA	NA	NA	NA	1	NA
DEPDC1	NA	NA	NA	NA	1	NA
DEPDC5	NA	NA	NA	NA	1	NA
DGCR8	NA	NA	NA	NA	1	NA
DGKB	NA	NA	NA	NA	1	NA
DGKG	NA	NA	NA	NA	1	NA
DGKI	NA	NA	NA	NA	1	NA
DHTKD1	NA	NA	NA	NA	1	NA
DHX15	NA	NA	NA	NA	1	NA
DHX16	NA	NA	NA	NA	1	NA
DHX29	NA	NA	NA	NA	1	NA
DHX30	NA	NA	NA	NA	1	NA
DHX34	NA	NA	NA	NA	1	NA
DHX36	NA	NA	NA	NA	1	NA
DHX40	NA	NA	NA	NA	1	NA
DHX57	NA	NA	NA	NA	1	NA
DHX8	NA	NA	NA	NA	1	NA
DHX9	NA	NA	NA	NA	1	NA
DIAPH2	NA	NA	NA	NA	1	NA
DICER1	NA	NA	NA	NA	1	NA
DIDO1	NA	NA	NA	NA	1	NA
DIEXF	NA	NA	NA	NA	1	NA
DIP2B	NA	NA	NA	NA	1	NA
DIP2C	NA	NA	NA	NA	1	NA
DIS3L	NA	NA	NA	NA	1	NA
DISP1	NA	NA	NA	NA	1	NA
DISP2	NA	NA	NA	NA	1	NA
DLC1	NA	NA	NA	NA	1	NA
DLEC1	NA	NA	NA	NA	1	NA
DLG1	NA	NA	NA	NA	1	NA
DLG2	NA	NA	NA	NA	1	NA
DLG5	NA	NA	NA	NA	1	NA
DLGAP1	NA	NA	NA	NA	1	NA
DLGAP3	NA	NA	NA	NA	1	NA
DLGAP4	NA	NA	NA	NA	1	NA
DLL1	NA	NA	NA	NA	1	NA
DMBT1	NA	NA	NA	NA	1	NA
DMD	NA	NA	NA	NA	1	NA
DMTF1	NA	NA	NA	NA	1	NA
DMXL1	NA	NA	NA	NA	1	NA
DMXL2	NA	NA	NA	NA	1	NA
DNA2	NA	NA	NA	NA	1	NA
DNAAF1	NA	NA	NA	NA	1	NA
DNAAF2	NA	NA	NA	NA	1	NA
DNAH1	NA	NA	NA	NA	1	NA
DNAH10	NA	NA	NA	NA	0.948191829290644	NA
DNAH11	NA	NA	NA	NA	1	NA
DNAH17	NA	NA	NA	NA	1	NA
DNAH2	NA	NA	NA	NA	1	NA
DNAH3	NA	NA	NA	NA	1	NA
DNAH5	NA	NA	NA	NA	1	NA
DNAH6	NA	NA	NA	NA	2.40368321795576e-05	NA
DNAH7	NA	NA	NA	NA	1	NA
DNAH8	NA	NA	NA	NA	1	NA
DNAH9	NA	NA	NA	NA	1	NA
DNAI2	NA	NA	NA	NA	1	NA
DNAJC10	NA	NA	NA	NA	1	NA
DNAJC13	NA	NA	NA	NA	1	NA
DNAJC14	NA	NA	NA	NA	1	NA
DNAJC16	NA	NA	NA	NA	1	NA
DNAJC6	NA	NA	NA	NA	1	NA
DNHD1	NA	NA	NA	NA	1	NA
DNM1	NA	NA	NA	NA	1	NA
DNM2	NA	NA	NA	NA	1	NA
DNMBP	NA	NA	NA	NA	1	NA
DNMT1	NA	NA	NA	NA	1	NA
DNMT3B	NA	NA	NA	NA	1	NA
DNTT	NA	NA	NA	NA	1	NA
DOCK1	NA	NA	NA	NA	1	NA
DOCK10	NA	NA	NA	NA	1	NA
DOCK2	NA	NA	NA	NA	1	NA
DOCK3	NA	NA	NA	NA	1	NA
DOCK4	NA	NA	NA	NA	1	NA
DOCK5	NA	NA	NA	NA	1	NA
DOCK6	NA	NA	NA	NA	1	NA
DOCK7	NA	NA	NA	NA	1	NA
DOCK8	NA	NA	NA	NA	1	NA
DOCK9	NA	NA	NA	NA	1	NA
DOPEY1	NA	NA	NA	NA	1	NA
DOPEY2	NA	NA	NA	NA	1	NA
DOT1L	NA	NA	NA	NA	1	NA
DPF2	NA	NA	NA	NA	1	NA
DPP10	NA	NA	NA	NA	1	NA
DPP3	NA	NA	NA	NA	1	NA
DPP8	NA	NA	NA	NA	1	NA
DPY19L2	NA	NA	NA	NA	1	NA
DPYD	NA	NA	NA	NA	1	NA
DPYS	NA	NA	NA	NA	1	NA
DROSHA	NA	NA	NA	NA	1	NA
DSC1	NA	NA	NA	NA	1	NA
DSC3	NA	NA	NA	NA	1	NA
DSCAM	NA	NA	NA	NA	1	NA
DSCAML1	NA	NA	NA	NA	1	NA
DSEL	NA	NA	NA	NA	1	NA
DSG1	NA	NA	NA	NA	1	NA
DSG2	NA	NA	NA	NA	1	NA
DSG3	NA	NA	NA	NA	1	NA
DSG4	NA	NA	NA	NA	1	NA
DSP	NA	NA	NA	NA	1	NA
DST	NA	NA	NA	NA	1	NA
DTX3L	NA	NA	NA	NA	1	NA
DUSP27	NA	NA	NA	NA	1	NA
DVL2	NA	NA	NA	NA	1	NA
DXO	NA	NA	NA	NA	1	NA
DYNC1H1	NA	NA	NA	NA	1	NA
DYNC2H1	NA	NA	NA	NA	1	NA
DYRK4	NA	NA	NA	NA	1	NA
DYSF	NA	NA	NA	NA	1	NA
DZIP1	NA	NA	NA	NA	1	NA
E2F7	NA	NA	NA	NA	1	NA
E2F8	NA	NA	NA	NA	1	NA
EAPP	NA	NA	NA	NA	1	NA
EBF1	NA	NA	NA	NA	1	NA
ECE2	NA	NA	NA	NA	1	NA
ECI2	NA	NA	NA	NA	1	NA
ECM1	NA	NA	NA	NA	1	NA
ECM2	NA	NA	NA	NA	1	NA
EDC4	NA	NA	NA	NA	1	NA
EDRF1	NA	NA	NA	NA	1	NA
EEA1	NA	NA	NA	NA	1	NA
EEF1A1	NA	NA	NA	NA	1	NA
EEF2K	NA	NA	NA	NA	1	NA
EFCAB5	NA	NA	NA	NA	1	NA
EFCAB6	NA	NA	NA	NA	1	NA
EFEMP1	NA	NA	NA	NA	1	NA
EGF	NA	NA	NA	NA	1	NA
EGFLAM	NA	NA	NA	NA	1	NA
EGR1	NA	NA	NA	NA	1	NA
EHBP1	NA	NA	NA	NA	1	NA
EHMT2	NA	NA	NA	NA	1	NA
EIF2AK3	NA	NA	NA	NA	1	NA
EIF2AK4	NA	NA	NA	NA	1	NA
EIF2B4	NA	NA	NA	NA	1	NA
EIF2B5	NA	NA	NA	NA	1	NA
EIF3A	NA	NA	NA	NA	1	NA
EIF3I	NA	NA	NA	NA	1	NA
EIF4A2	NA	NA	NA	NA	1	NA
EIF4A3	NA	NA	NA	NA	1	NA
EIF4G1	NA	NA	NA	NA	1	NA
EIF4G2	NA	NA	NA	NA	1	NA
EIF4G3	NA	NA	NA	NA	1	NA
EIF5B	NA	NA	NA	NA	1	NA
ELAVL4	NA	NA	NA	NA	1	NA
ELF3	NA	NA	NA	NA	1	NA
ELMO1	NA	NA	NA	NA	1	NA
ELP4	NA	NA	NA	NA	1	NA
ELTD1	NA	NA	NA	NA	1	NA
EME1	NA	NA	NA	NA	1	NA
EMILIN2	NA	NA	NA	NA	1	NA
EMILIN3	NA	NA	NA	NA	1	NA
EML1	NA	NA	NA	NA	1	NA
EML2	NA	NA	NA	NA	1	NA
EML5	NA	NA	NA	NA	1	NA
ENAM	NA	NA	NA	NA	1	NA
ENPP1	NA	NA	NA	NA	1	NA
ENPP2	NA	NA	NA	NA	1	NA
ENTHD1	NA	NA	NA	NA	1	NA
EP300	NA	NA	NA	NA	0.00324236579692703	NA
EP400	NA	NA	NA	NA	1	NA
EPB41	NA	NA	NA	NA	1	NA
EPB41L1	NA	NA	NA	NA	1	NA
EPB41L3	NA	NA	NA	NA	1	NA
EPB41L4B	NA	NA	NA	NA	1	NA
EPC1	NA	NA	NA	NA	1	NA
EPG5	NA	NA	NA	NA	1	NA
EPHA2	NA	NA	NA	NA	1	NA
EPHA3	NA	NA	NA	NA	1	NA
EPHA5	NA	NA	NA	NA	1	NA
EPHA6	NA	NA	NA	NA	1	NA
EPHA7	NA	NA	NA	NA	1	NA
EPHA8	NA	NA	NA	NA	1	NA
EPHB1	NA	NA	NA	NA	1	NA
EPHB2	NA	NA	NA	NA	1	NA
EPHB3	NA	NA	NA	NA	1	NA
EPHB6	NA	NA	NA	NA	1	NA
EPPK1	NA	NA	NA	NA	1	NA
EPRS	NA	NA	NA	NA	1	NA
EPS15	NA	NA	NA	NA	1	NA
EPS15L1	NA	NA	NA	NA	1	NA
EPS8L2	NA	NA	NA	NA	1	NA
ERBB2	NA	NA	NA	NA	1.04834634924372e-07	NA
ERBB2IP	NA	NA	NA	NA	1	NA
ERBB3	NA	NA	NA	NA	0.999015675432332	NA
ERBB4	NA	NA	NA	NA	1	NA
ERC2	NA	NA	NA	NA	1	NA
ERCC2	NA	NA	NA	NA	0.00575216565325293	NA
ERCC6	NA	NA	NA	NA	1	NA
ERCC6-PGBD3	NA	NA	NA	NA	1	NA
ERCC6L	NA	NA	NA	NA	1	NA
ERN2	NA	NA	NA	NA	1	NA
ESF1	NA	NA	NA	NA	1	NA
ESPL1	NA	NA	NA	NA	1	NA
ESYT1	NA	NA	NA	NA	1	NA
ETAA1	NA	NA	NA	NA	1	NA
ETNPPL	NA	NA	NA	NA	1	NA
ETV1	NA	NA	NA	NA	1	NA
ETV6	NA	NA	NA	NA	1	NA
EVC	NA	NA	NA	NA	1	NA
EVC2	NA	NA	NA	NA	1	NA
EVPL	NA	NA	NA	NA	1	NA
EXOC2	NA	NA	NA	NA	1	NA
EXOC4	NA	NA	NA	NA	1	NA
EXOC7	NA	NA	NA	NA	1	NA
EXOC8	NA	NA	NA	NA	1	NA
EXOSC10	NA	NA	NA	NA	1	NA
EXOSC9	NA	NA	NA	NA	1	NA
EXPH5	NA	NA	NA	NA	0.583329183443886	NA
EXT1	NA	NA	NA	NA	1	NA
EYA4	NA	NA	NA	NA	1	NA
EYS	NA	NA	NA	NA	1	NA
EZR	NA	NA	NA	NA	1	NA
F11	NA	NA	NA	NA	1	NA
F13A1	NA	NA	NA	NA	1	NA
F5	NA	NA	NA	NA	1	NA
F7	NA	NA	NA	NA	1	NA
F8	NA	NA	NA	NA	1	NA
FAM120B	NA	NA	NA	NA	1	NA
FAM120C	NA	NA	NA	NA	1	NA
FAM134A	NA	NA	NA	NA	1	NA
FAM135B	NA	NA	NA	NA	1	NA
FAM13A	NA	NA	NA	NA	1	NA
FAM13B	NA	NA	NA	NA	1	NA
FAM160A2	NA	NA	NA	NA	1	NA
FAM160B1	NA	NA	NA	NA	1	NA
FAM166A	NA	NA	NA	NA	1	NA
FAM171A1	NA	NA	NA	NA	1	NA
FAM171B	NA	NA	NA	NA	1	NA
FAM178A	NA	NA	NA	NA	1	NA
FAM179A	NA	NA	NA	NA	1	NA
FAM179B	NA	NA	NA	NA	1	NA
FAM189B	NA	NA	NA	NA	1	NA
FAM193A	NA	NA	NA	NA	1	NA
FAM208B	NA	NA	NA	NA	1	NA
FAM214A	NA	NA	NA	NA	1	NA
FAM21C	NA	NA	NA	NA	1	NA
FAM47B	NA	NA	NA	NA	1	NA
FAM47C	NA	NA	NA	NA	1	NA
FAM65A	NA	NA	NA	NA	1	NA
FAM71A	NA	NA	NA	NA	1	NA
FAM83E	NA	NA	NA	NA	1	NA
FAM83G	NA	NA	NA	NA	1	NA
FAM83H	NA	NA	NA	NA	1	NA
FAM90A1	NA	NA	NA	NA	1	NA
FANCA	NA	NA	NA	NA	1	NA
FANCC	NA	NA	NA	NA	1	NA
FANCD2	NA	NA	NA	NA	1	NA
FANCI	NA	NA	NA	NA	1	NA
FANCM	NA	NA	NA	NA	1	NA
FAP	NA	NA	NA	NA	1	NA
FARP2	NA	NA	NA	NA	1	NA
FASN	NA	NA	NA	NA	1	NA
FASTKD1	NA	NA	NA	NA	1	NA
FASTKD3	NA	NA	NA	NA	1	NA
FAT1	NA	NA	NA	NA	1	NA
FAT2	NA	NA	NA	NA	1	NA
FAT3	NA	NA	NA	NA	1	NA
FAT4	NA	NA	NA	NA	1	NA
FBF1	NA	NA	NA	NA	1	NA
FBLN1	NA	NA	NA	NA	0.559577721906049	NA
FBLN7	NA	NA	NA	NA	1	NA
FBN1	NA	NA	NA	NA	1	NA
FBN2	NA	NA	NA	NA	1	NA
FBN3	NA	NA	NA	NA	1	NA
FBXL7	NA	NA	NA	NA	1	NA
FBXO34	NA	NA	NA	NA	1	NA
FBXO42	NA	NA	NA	NA	1	NA
FBXO43	NA	NA	NA	NA	1	NA
FBXW7	NA	NA	NA	NA	5.31141516322761e-05	NA
FCGBP	NA	NA	NA	NA	1	NA
FCGR3B	NA	NA	NA	NA	1	NA
FCHO1	NA	NA	NA	NA	1	NA
FCRL3	NA	NA	NA	NA	1	NA
FDXACB1	NA	NA	NA	NA	0.646404141940462	NA
FER	NA	NA	NA	NA	1	NA
FER1L6	NA	NA	NA	NA	1	NA
FERD3L	NA	NA	NA	NA	1	NA
FERMT3	NA	NA	NA	NA	1	NA
FGA	NA	NA	NA	NA	1	NA
FGD1	NA	NA	NA	NA	1	NA
FGD5	NA	NA	NA	NA	1	NA
FGD6	NA	NA	NA	NA	1	NA
FGFR2	NA	NA	NA	NA	1	NA
FGFR3	NA	NA	NA	NA	1	NA
FGFR4	NA	NA	NA	NA	1	NA
FGG	NA	NA	NA	NA	1	NA
FHDC1	NA	NA	NA	NA	1	NA
FHOD1	NA	NA	NA	NA	1	NA
FILIP1	NA	NA	NA	NA	1	NA
FKBP15	NA	NA	NA	NA	1	NA
FLG	NA	NA	NA	NA	1	NA
FLG2	NA	NA	NA	NA	1	NA
FLNA	NA	NA	NA	NA	1	NA
FLNB	NA	NA	NA	NA	1	NA
FLNC	NA	NA	NA	NA	1	NA
FLRT2	NA	NA	NA	NA	1	NA
FLRT3	NA	NA	NA	NA	1	NA
FLT1	NA	NA	NA	NA	1	NA
FLT3	NA	NA	NA	NA	1	NA
FLT4	NA	NA	NA	NA	1	NA
FMN1	NA	NA	NA	NA	1	NA
FMN2	NA	NA	NA	NA	1	NA
FMNL1	NA	NA	NA	NA	1	NA
FMO2	NA	NA	NA	NA	1	NA
FMO3	NA	NA	NA	NA	1	NA
FMO4	NA	NA	NA	NA	1	NA
FN1	NA	NA	NA	NA	1	NA
FNBP1	NA	NA	NA	NA	1	NA
FNBP4	NA	NA	NA	NA	1	NA
FNDC1	NA	NA	NA	NA	1	NA
FNDC3A	NA	NA	NA	NA	1	NA
FNDC3B	NA	NA	NA	NA	1	NA
FNDC7	NA	NA	NA	NA	1	NA
FNIP1	NA	NA	NA	NA	1	NA
FNIP2	NA	NA	NA	NA	1	NA
FOLH1	NA	NA	NA	NA	1	NA
FOXM1	NA	NA	NA	NA	1	NA
FPGT-TNNI3K	NA	NA	NA	NA	1	NA
FRAS1	NA	NA	NA	NA	1	NA
FREM1	NA	NA	NA	NA	1	NA
FREM2	NA	NA	NA	NA	1	NA
FRMD4A	NA	NA	NA	NA	1	NA
FRMPD1	NA	NA	NA	NA	1	NA
FRMPD2	NA	NA	NA	NA	1	NA
FRS2	NA	NA	NA	NA	1	NA
FRY	NA	NA	NA	NA	1	NA
FRYL	NA	NA	NA	NA	1	NA
FSIP2	NA	NA	NA	NA	0.999015675432332	NA
FSTL5	NA	NA	NA	NA	1	NA
FTSJ3	NA	NA	NA	NA	1	NA
FUCA2	NA	NA	NA	NA	1	NA
FUK	NA	NA	NA	NA	1	NA
FURIN	NA	NA	NA	NA	1	NA
FUT10	NA	NA	NA	NA	1	NA
FUT8	NA	NA	NA	NA	1	NA
FZD10	NA	NA	NA	NA	1	NA
FZD6	NA	NA	NA	NA	1	NA
FZD7	NA	NA	NA	NA	1	NA
GAB1	NA	NA	NA	NA	1	NA
GAB2	NA	NA	NA	NA	0.571042708775871	NA
GABBR2	NA	NA	NA	NA	1	NA
GABRA1	NA	NA	NA	NA	1	NA
GABRA4	NA	NA	NA	NA	1	NA
GABRG1	NA	NA	NA	NA	1	NA
GABRQ	NA	NA	NA	NA	1	NA
GAD1	NA	NA	NA	NA	1	NA
GAK	NA	NA	NA	NA	1	NA
GALNT15	NA	NA	NA	NA	1	NA
GALNT8	NA	NA	NA	NA	1	NA
GALNTL6	NA	NA	NA	NA	1	NA
GANAB	NA	NA	NA	NA	1	NA
GAPVD1	NA	NA	NA	NA	1	NA
GARNL3	NA	NA	NA	NA	1	NA
GART	NA	NA	NA	NA	1	NA
GAS2L2	NA	NA	NA	NA	1	NA
GBF1	NA	NA	NA	NA	1	NA
GBP1	NA	NA	NA	NA	1	NA
GBP4	NA	NA	NA	NA	1	NA
GCC2	NA	NA	NA	NA	1	NA
GCLC	NA	NA	NA	NA	1	NA
GCN1L1	NA	NA	NA	NA	1	NA
GDF11	NA	NA	NA	NA	1	NA
GDPD3	NA	NA	NA	NA	1	NA
GEMIN5	NA	NA	NA	NA	1	NA
GEN1	NA	NA	NA	NA	1	NA
GGNBP2	NA	NA	NA	NA	1	NA
GIGYF1	NA	NA	NA	NA	1	NA
GIMAP8	NA	NA	NA	NA	1	NA
GINM1	NA	NA	NA	NA	1	NA
GJA9	NA	NA	NA	NA	1	NA
GLDC	NA	NA	NA	NA	1	NA
GLI1	NA	NA	NA	NA	1	NA
GLI2	NA	NA	NA	NA	1	NA
GLI3	NA	NA	NA	NA	1	NA
GLIS1	NA	NA	NA	NA	1	NA
GLIS3	NA	NA	NA	NA	1	NA
GLTSCR1L	NA	NA	NA	NA	1	NA
GLUD2	NA	NA	NA	NA	1	NA
GLYATL1	NA	NA	NA	NA	1	NA
GLYR1	NA	NA	NA	NA	1	NA
GMDS	NA	NA	NA	NA	1	NA
GMIP	NA	NA	NA	NA	1	NA
GNA13	NA	NA	NA	NA	0.874130406202006	NA
GNAS	NA	NA	NA	NA	1	NA
GNE	NA	NA	NA	NA	1	NA
GNL3L	NA	NA	NA	NA	1	NA
GOLGA1	NA	NA	NA	NA	1	NA
GOLGA2	NA	NA	NA	NA	1	NA
GOLGA3	NA	NA	NA	NA	1	NA
GOLGA4	NA	NA	NA	NA	1	NA
GOLGA5	NA	NA	NA	NA	1	NA
GOLGB1	NA	NA	NA	NA	1	NA
GOLIM4	NA	NA	NA	NA	1	NA
GON4L	NA	NA	NA	NA	1	NA
GP2	NA	NA	NA	NA	1	NA
GPATCH1	NA	NA	NA	NA	1	NA
GPATCH8	NA	NA	NA	NA	1	NA
GPC5	NA	NA	NA	NA	1	NA
GPC6	NA	NA	NA	NA	1	NA
GPD2	NA	NA	NA	NA	1	NA
GPNMB	NA	NA	NA	NA	1	NA
GPR101	NA	NA	NA	NA	1	NA
GPR110	NA	NA	NA	NA	1	NA
GPR112	NA	NA	NA	NA	1	NA
GPR116	NA	NA	NA	NA	1	NA
GPR125	NA	NA	NA	NA	1	NA
GPR126	NA	NA	NA	NA	1	NA
GPR133	NA	NA	NA	NA	1	NA
GPR141	NA	NA	NA	NA	1	NA
GPR142	NA	NA	NA	NA	1	NA
GPR151	NA	NA	NA	NA	1	NA
GPR158	NA	NA	NA	NA	1	NA
GPR179	NA	NA	NA	NA	1	NA
GPR50	NA	NA	NA	NA	1	NA
GPR61	NA	NA	NA	NA	1	NA
GPR64	NA	NA	NA	NA	1	NA
GPR75	NA	NA	NA	NA	1	NA
GPR97	NA	NA	NA	NA	1	NA
GPR98	NA	NA	NA	NA	1	NA
GPRASP1	NA	NA	NA	NA	1	NA
GPSM2	NA	NA	NA	NA	1	NA
GRAMD1C	NA	NA	NA	NA	1	NA
GREB1	NA	NA	NA	NA	1	NA
GRIA1	NA	NA	NA	NA	1	NA
GRIA2	NA	NA	NA	NA	1	NA
GRIA4	NA	NA	NA	NA	1	NA
GRID1	NA	NA	NA	NA	1	NA
GRID2	NA	NA	NA	NA	1	NA
GRIK1	NA	NA	NA	NA	1	NA
GRIK2	NA	NA	NA	NA	1	NA
GRIK3	NA	NA	NA	NA	1	NA
